#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35C0E
#Date Time: 2019-02-19 15:35::36.714

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
0.20000000000000043,0.040441648245779435,-4.0740836130579341,-94.250297103272146
0.26514227311802219,0.042415145526442162,-1.6562198712039675,-95.409027072807987
0.35150212497095928,0.041162927394799667,0.75233286916336306,-96.967833566620698
0.46599036210307537,0.04294713564691624,3.1372969976924177,-99.007563534553015
0.61776871929549693,0.043017060128753497,5.4949118549746725,-101.62382880684709
0.81898301247608718,0.042337690247791389,7.8070799751152586,-105.02774699088229
1.085735087864774,0.044200436441147059,10.030244562034742,-109.37974733604401
1.4393713460023059,0.044528170411197228,12.127427018973176,-114.78889747913854
1.9081909526999887,0.044106678698189336,14.03235400125708,-121.26571095522797
2.5297104337105969,0.042404586280098834,15.678150192376197,-128.61111558159601
3.35366587362202,0.04379113754042218,17.00920729429669,-136.42109060459808
4.4459929650524002,0.044752925174656982,18.011637669475789,-144.15601334036205
5.894103405103631,0.04632439165577347,18.718383418986257,-151.26539152165759
7.8138798741092588,0.043345853932602083,19.188068587619348,-157.4236524355268
10.358949358462425,0.043994934843074623,19.485599488444443,-162.51066206129684
13.732976900086024,0.044574439571715148,19.670449560234161,-166.58660787586473
18.205963559830455,0.044677392913009921,19.781821555539992,-169.78987560098724
24.135852812786577,0.044056107364734171,19.849138293307679,-172.26143613258165
31.997174392121181,0.043941421884682474,19.890030366988139,-174.19102314835453
42.419017758403854,0.039796707964970951,19.918582567482005,-175.6779500183394
56.235373959484676,0.063791834626588592,19.904590109718786,-176.7731098060211
74.551874406298907,0.04583116875691659,19.935147800509519,-177.72356288907849
98.834267226476868,0.050440937581530024,19.938725123051192,-178.40922671845445
131.02571137191043,0.040912062416970936,19.952517052006105,-179.0719565723999
173.70227475027076,0.048539068839502431,19.945372320265125,-179.63702008804825
230.27907986528962,0.046834199585398632,19.950038841942206,179.85013448840792
305.28359343504701,0.047953104157199333,19.948135895085365,179.30959875311365
404.7179295450315,0.059966617888541004,19.941677516481899,178.71285830218039
536.53915905594545,0.066020830199033945,19.930864513468943,178.05728038535972
711.29606124462646,0.074758206273744174,19.91768931226806,177.18648187001298
942.97327269147991,0.094115378322444265,19.885908131856006,176.17607547690199
1250.1103850547966,0.13623426607119329,19.836785636922635,174.84989171602328
1657.2855457093683,0.19223184420504275,19.754297669009809,173.32384111595556
2197.0822839751168,0.27115287969816371,19.642451415883361,171.46726316505675
2912.6969550024887,0.38699155667221552,19.469357476695976,169.29127842682266
3861.3954577665031,0.50530626313859606,19.255668930776103,166.88168918478272
5119.095845399077,0.62619611754857507,19.001405652727975,164.1133070990347
6786.4435437906559,0.71875846134564081,18.708775754006439,160.78042686021769
8996.8653379388925,0.74532968497494245,18.362980903617995,156.60465246821957
11927.24663318929,0.68886994084586162,17.914160599074421,151.35517153158074
15812.086421815411,0.58876520973070123,17.272731894434475,144.88483139415098
20962.262683093733,0.41859987573220736,16.379224894456673,137.47400392580863
27789.909887462745,0.26028018409526998,15.146326854639419,129.65336256230509
36841.399386534315,0.094213965274438483,13.601933886832892,121.98147790509259
48841.061890973033,-0.021695419413260454,11.760425244682642,114.83134006856073
64749.150856352913,-0.10245775024375361,9.7034955253933273,108.90527417570379
85838.685202575609,-0.17992502710871941,7.5133072833354744,103.7293272060556
113797.32058036586,-0.20407071180995634,5.220604144917643,99.452124137385624
150862.4012670923,-0.1940284781227099,2.8578160534532056,95.509849236083028
200000,-0.17108482365598521,0.42710703822401391,92.262803044145073
